inputID,input,isEmpty,getSize,getAll,getFirst,getSecondLast,getLast,avg
141,"[9, 9, 2, 1, 6, 3, 3, 9, 9, 1, 1, 9, 6, 5, 8, 5, 3, 3, 6]",False,19,"[9, 9, 2, 1, 6, 3, 3, 9, 9, 1, 1, 9, 6, 5, 8, 5, 3, 3, 6]",9,6,6,5.157894736842105
142,"[4, 6, 4]",False,3,"[4, 6, 4]",4,4,4,4.666666666666667
143,"[5, 6, 9, 6, 9, 7, 7, 9, 0, 1, 5, 5, 3, 4, 2, 3]",False,16,"[5, 6, 9, 6, 9, 7, 7, 9, 0, 1, 5, 5, 3, 4, 2, 3]",5,3,3,5.0625
144,"[8, 5, 8, 9, 4, 5, 5, 0, 2, 2, 4, 1, 3, 2, 6, 6, 8, 7, 0]",False,19,"[8, 5, 8, 9, 4, 5, 5, 0, 2, 2, 4, 1, 3, 2, 6, 6, 8, 7, 0]",8,0,0,4.473684210526316
145,"[8, 1]",False,2,"[8, 1]",8,1,1,4.5
146,"[3, 8, 5, 8, 8, 9, 8, 5, 4, 8, 3, 5, 9, 2, 7, 9, 1]",False,17,"[3, 8, 5, 8, 8, 9, 8, 5, 4, 8, 3, 5, 9, 2, 7, 9, 1]",3,1,1,6.0
147,"[3, 0, 5, 2, 3, 8, 1, 6, 5]",False,9,"[3, 0, 5, 2, 3, 8, 1, 6, 5]",3,5,5,3.6666666666666665
148,[4],False,1,[4],4,4,4,4.0
149,"[6, 8, 8, 4, 4, 0, 7, 8, 7, 3, 0, 7, 5, 5, 8, 1, 1, 7, 2, 3]",False,20,"[6, 8, 8, 4, 4, 0, 7, 8, 7, 3, 0, 7, 5, 5, 8, 1, 1, 7, 2, 3]",6,3,3,4.7
150,[],True,0,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty
151,"[5, 3, 1]",False,3,"[5, 3, 1]",5,1,1,3.0
152,"[4, 6, 8, 2, 3, 3, 0]",False,7,"[4, 6, 8, 2, 3, 3, 0]",4,0,0,3.7142857142857144
153,"[0, 0, 3, 4, 4, 3, 3, 4, 4, 5, 0, 6, 8, 6, 2, 0, 5, 7, 9]",False,19,"[0, 0, 3, 4, 4, 3, 3, 4, 4, 5, 0, 6, 8, 6, 2, 0, 5, 7, 9]",0,9,9,3.8421052631578947
154,[1],False,1,[1],1,1,1,1.0
155,"[6, 3, 4, 8, 1, 0, 9, 9, 4, 6, 7, 2, 4, 1, 9, 9, 0]",False,17,"[6, 3, 4, 8, 1, 0, 9, 9, 4, 6, 7, 2, 4, 1, 9, 9, 0]",6,0,0,4.823529411764706
156,"[2, 0, 3, 4, 8, 1, 6, 7, 9, 0, 2]",False,11,"[2, 0, 3, 4, 8, 1, 6, 7, 9, 0, 2]",2,2,2,3.8181818181818183
157,"[7, 5, 2, 0, 9, 1, 1, 4, 6, 4, 5, 0, 2, 8, 8, 1, 5, 7, 7, 6]",False,20,"[7, 5, 2, 0, 9, 1, 1, 4, 6, 4, 5, 0, 2, 8, 8, 1, 5, 7, 7, 6]",7,6,6,4.4
158,[],True,0,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty
159,"[7, 5, 4, 5, 6, 4, 6, 3, 3, 1, 7, 8]",False,12,"[7, 5, 4, 5, 6, 4, 6, 3, 3, 1, 7, 8]",7,8,8,4.916666666666667
160,"[3, 3, 2, 1, 1, 7, 9, 4, 6, 3, 4]",False,11,"[3, 3, 2, 1, 1, 7, 9, 4, 6, 3, 4]",3,4,4,3.909090909090909
161,"[6, 8]",False,2,"[6, 8]",6,8,8,7.0
162,"[0, 9, 8, 3, 3, 4, 1, 8]",False,8,"[0, 9, 8, 3, 3, 4, 1, 8]",0,8,8,4.5
163,"[1, 4, 0, 5, 6, 0]",False,6,"[1, 4, 0, 5, 6, 0]",1,0,0,2.6666666666666665
164,"[2, 2, 4, 8, 3, 8, 2, 4, 8, 5, 3, 6, 0, 6, 7, 9, 3, 2]",False,18,"[2, 2, 4, 8, 3, 8, 2, 4, 8, 5, 3, 6, 0, 6, 7, 9, 3, 2]",2,2,2,4.555555555555555
165,"[1, 2, 1, 7, 3, 3, 3, 2, 5, 6]",False,10,"[1, 2, 1, 7, 3, 3, 3, 2, 5, 6]",1,6,6,3.3
166,"[1, 0, 3, 7, 5]",False,5,"[1, 0, 3, 7, 5]",1,5,5,3.2
167,"[4, 5, 5, 6, 7, 5, 3, 3, 8, 1, 0, 7, 4, 4, 1]",False,15,"[4, 5, 5, 6, 7, 5, 3, 3, 8, 1, 0, 7, 4, 4, 1]",4,1,1,4.2
168,"[0, 4, 4, 1, 1, 8, 9, 1, 8, 9, 5]",False,11,"[0, 4, 4, 1, 1, 8, 9, 1, 8, 9, 5]",0,5,5,4.545454545454546
169,"[1, 7]",False,2,"[1, 7]",1,7,7,4.0
170,"[8, 8, 9, 0, 6, 1]",False,6,"[8, 8, 9, 0, 6, 1]",8,1,1,5.333333333333333
171,"[8, 2, 1, 2, 4, 1, 6, 2, 4, 6, 0, 0, 6]",False,13,"[8, 2, 1, 2, 4, 1, 6, 2, 4, 6, 0, 0, 6]",8,6,6,3.230769230769231
172,"[3, 5, 3, 9]",False,4,"[3, 5, 3, 9]",3,9,9,5.0
173,"[4, 8, 7, 9, 2, 0, 6, 4, 1, 8, 3, 0, 0, 1, 6, 2]",False,16,"[4, 8, 7, 9, 2, 0, 6, 4, 1, 8, 3, 0, 0, 1, 6, 2]",4,2,2,3.8125
174,"[3, 2, 6, 2, 0, 7, 8, 3, 6, 6, 2]",False,11,"[3, 2, 6, 2, 0, 7, 8, 3, 6, 6, 2]",3,2,2,4.090909090909091
175,"[0, 8, 3, 8, 2, 2, 1, 3, 8, 3, 7, 3, 8, 0, 9, 0, 1, 8, 2, 8]",False,20,"[0, 8, 3, 8, 2, 2, 1, 3, 8, 3, 7, 3, 8, 0, 9, 0, 1, 8, 2, 8]",0,8,8,4.2
176,"[3, 7, 4, 1]",False,4,"[3, 7, 4, 1]",3,1,1,3.75
177,"[2, 6, 2, 6, 0, 1, 5, 7, 9, 6, 0, 2, 8, 5, 3, 4]",False,16,"[2, 6, 2, 6, 0, 1, 5, 7, 9, 6, 0, 2, 8, 5, 3, 4]",2,4,4,4.125
178,"[3, 0, 5, 3, 3, 1, 6]",False,7,"[3, 0, 5, 3, 3, 1, 6]",3,6,6,3.0
179,"[2, 5, 1, 1, 6, 7, 2, 5, 3, 4, 0, 1, 0, 0, 8, 6, 9, 1]",False,18,"[2, 5, 1, 1, 6, 7, 2, 5, 3, 4, 0, 1, 0, 0, 8, 6, 9, 1]",2,1,1,3.388888888888889
